500  5.96d-4   2.64d-7   7.58d-6   5.46d-1   2.61d-1   68.0  
510  5.75d-4   2.09d-7   7.03d-6   5.46d-1   2.61d-1   72.7  
520  5.55d-4   1.65d-7   6.53d-6   5.47d-1   2.62d-1   77.6  
530  5.36d-4   1.30d-7   6.08d-6   5.48d-1   2.63d-1   82.6  
540  5.17d-4   1.04d-7   5.67d-6   5.49d-1   2.65d-1   87.7  
550  4.99d-4   8.52d-8   5.30d-6   5.50d-1   2.66d-1   93.1  
560  4.82d-4   7.16d-8   4.95d-6   5.51d-1   2.67d-1   98.7 
570  4.65d-4   6.28d-8   4.64d-6   5.53d-1   2.68d-1   104. 
580  4.49d-4   5.80d-8   4.35d-6   5.55d-1   2.70d-1   110. 
590  4.34d-4   5.64d-8   4.08d-6   5.56d-1   2.71d-1   116. 
600  4.19d-4   5.77d-8   3.84d-6   5.58d-1   2.72d-1   123. 
610  4.04d-4   6.12d-8   3.61d-6   5.60d-1   2.73d-1   129. 
620  3.90d-4   6.66d-8   3.40d-6   5.62d-1   2.75d-1   136. 
630  3.77d-4   7.36d-8   3.21d-6   5.64d-1   2.76d-1   143. 
640  3.65d-4   8.19d-8   3.03d-6   5.66d-1   2.77d-1   150. 
650  3.52d-4   9.12d-8   2.86d-6   5.67d-1   2.79d-1   158. 
660  3.40d-4   1.01d-7   2.70d-6   5.69d-1   2.80d-1   166. 
670  3.29d-4   1.12d-7   2.56d-6   5.71d-1   2.81d-1   174. 
680  3.18d-4   1.23d-7   2.42d-6   5.73d-1   2.82d-1   182. 
690  3.07d-4   1.35d-7   2.29d-6   5.75d-1   2.83d-1   190. 
700  2.97d-4   1.47d-7   2.18d-6   5.77d-1   2.85d-1   199. 
710  2.87d-4   1.59d-7   2.06d-6   5.79d-1   2.86d-1   208. 
720  2.78d-4   1.71d-7   1.96d-6   5.81d-1   2.87d-1   218. 
730  2.69d-4   1.83d-7   1.86d-6   5.82d-1   2.88d-1   227. 
740  2.60d-4   1.95d-7   1.77d-6   5.84d-1   2.89d-1   237. 
750  2.51d-4   2.07d-7   1.69d-6   5.86d-1   2.90d-1   248. 
760  2.43d-4   2.19d-7   1.61d-6   5.88d-1   2.91d-1   258. 
770  2.36d-4   2.30d-7   1.53d-6   5.89d-1   2.92d-1   269. 
780  2.28d-4   2.41d-7   1.46d-6   5.91d-1   2.93d-1   281. 
790  2.21d-4   2.53d-7   1.40d-6   5.93d-1   2.94d-1   292. 
800  2.14d-4   2.63d-7   1.33d-6   5.94d-1   2.95d-1   304. 
810  2.07d-4   2.74d-7   1.27d-6   5.96d-1   2.96d-1   317. 
820  2.00d-4   2.84d-7   1.22d-6   5.97d-1   2.97d-1   330. 
830  1.94d-4   2.94d-7   1.16d-6   5.99d-1   2.98d-1   343. 
840  1.88d-4   3.04d-7   1.12d-6   6.01d-1   2.99d-1   357. 
850  1.82d-4   3.13d-7   1.07d-6   6.02d-1   3.00d-1   371. 
860  1.76d-4   3.22d-7   1.02d-6   6.03d-1   3.01d-1   386. 
870  1.71d-4   3.30d-7   9.83d-7   6.05d-1   3.02d-1   401. 
880  1.65d-4   3.39d-7   9.44d-7   6.06d-1   3.03d-1   416. 
890  1.60d-4   3.47d-7   9.07d-7   6.08d-1   3.03d-1   432. 
900  1.55d-4   3.54d-7   8.72d-7   6.09d-1   3.04d-1   449. 
910  1.50d-4   3.61d-7   8.38d-7   6.10d-1   3.05d-1   466. 
920  1.46d-4   3.67d-7   8.07d-7   6.12d-1   3.06d-1   484. 
930  1.41d-4   3.75d-7   7.77d-7   6.13d-1   3.06d-1   502. 
940  1.37d-4   3.81d-7   7.49d-7   6.14d-1   3.07d-1   521. 
950  1.33d-4   3.87d-7   7.22d-7   6.16d-1   3.08d-1   540. 
960  1.29d-4   3.93d-7   6.97d-7   6.17d-1   3.08d-1   560. 
970  1.25d-4   3.98d-7   6.73d-7   6.18d-1   3.09d-1   581. 
980  1.21d-4   4.03d-7   6.50d-7   6.19d-1   3.10d-1   602. 
990  1.17d-4   4.07d-7   6.29d-7   6.20d-1   3.10d-1   624. 
1000 1.14d-4   4.12d-7   6.08d-7   6.21d-1   3.11d-1   647. 
